  Lingada(id=0, Orden=5175402, colada=28300, producto=85331)
  Lingada(id=D0924429, Orden=945178, colada=52249, producto=50202)
  Lingada(id=D0915693, Orden=947605, colada=59151, producto=4204)
  Lingada(id=D0915696, Orden=947605, colada=59151, producto=4204)
  Lingada(id=D0915695, Orden=947605, colada=59151, producto=4204)
7D8 → 5 lingadas @ (238.2, 114.6)
  Lingada(id=E1837644, Orden=936866, colada=28652, producto=3321)
  Lingada(id=E1837645, Orden=936866, colada=28652, producto=3321)
  Lingada(id=E1837646, Orden=936866, colada=28652, producto=3321)
  Lingada(id=E1837647, Orden=936866, colada=28652, producto=3321)
  Lingada(id=D0925548, Orden=8076001, colada=23742, producto=85010)
7D9 → 0 lingadas @ (254.2, 114.6)
7E1 → 32 lingadas @ (128.47, 118.95)
  Lingada(id=E1837061, Orden=8076101, colada=59633, producto=85010)
  Lingada(id=E1837062, Orden=8076101, colada=59633, producto=85010)
  Lingada(id=E1837063, Orden=8076101, colada=59633, producto=85010)
  Lingada(id=E1837064, Orden=8076101, colada=59633, producto=85010)
  Lingada(id=E1837065, Orden=8076101, colada=59633, producto=85010)
  Lingada(id=E1837066, Orden=8076101, colada=59633, producto=85010)
  Lingada(id=E1837067, Orden=8076101, colada=59633, producto=85010)
  Lingada(id=E1837068, Orden=8076101, colada=59633, producto=85010)
  Lingada(id=E1837069, Orden=8076101, colada=59634, producto=85010)
  Lingada(id=E1837070, Orden=8076101, colada=59634, producto=85010)
  Lingada(id=E1837071, Orden=8076101, colada=59634, producto=85010)
  Lingada(id=E1837072, Orden=8076101, colada=59634, producto=85010)
  Lingada(id=E1837073, Orden=8076101, colada=59634, producto=85010)
  Lingada(id=E1837074, Orden=8076101, colada=59634, producto=85010)
  Lingada(id=E1837075, Orden=8076101, colada=59634, producto=85010)
  Lingada(id=E1837076, Orden=8076101, colada=59634, producto=85010)
  Lingada(id=E1837077, Orden=8076101, colada=59634, producto=85010)
  Lingada(id=E1837078, Orden=8076101, colada=59634, producto=85010)
  Lingada(id=E1837079, Orden=8076101, colada=59635, producto=85010)
  Lingada(id=E1837080, Orden=8076101, colada=59635, producto=85010)
  Lingada(id=E1837081, Orden=8076101, colada=59635, producto=85010)
  Lingada(id=E1837082, Orden=8076101, colada=59635, producto=85010)
  Lingada(id=E1837083, Orden=8076101, colada=59635, producto=85010)
  Lingada(id=E1837084, Orden=8076101, colada=59635, producto=85010)
  Lingada(id=E1837085, Orden=8076101, colada=59635, producto=85010)
  Lingada(id=E1837086, Orden=8076101, colada=59635, producto=85010)
  Lingada(id=E1837087, Orden=8076101, colada=59635, producto=85010)
  Lingada(id=E1837088, Orden=8076101, colada=59635, producto=85010)
  Lingada(id=E1837089, Orden=8076101, colada=28848, producto=85010)
  Lingada(id=E1837090, Orden=8076101, colada=28848, producto=85010)
  Lingada(id=E1837091, Orden=8076101, colada=28848, producto=85010)
  Lingada(id=E1837092, Orden=8076101, colada=28848, producto=85010)
7E10 → 8 lingadas @ (269.9, 118.95)
  Lingada(id=E1836071, Orden=935807, colada=49118, producto=11215)
  Lingada(id=E1836073, Orden=935807, colada=49118, producto=11215)
  Lingada(id=E1836072, Orden=935807, colada=49118, producto=11215)
  Lingada(id=E1836070, Orden=935807, colada=49118, producto=11215)
  Lingada(id=E1836074, Orden=935807, colada=49118, producto=11215)
  Lingada(id=E1836757, Orden=5199505, colada=20919, producto=62243)
  Lingada(id=E1836758, Orden=5199505, colada=20919, producto=62243)
  Lingada(id=E1836760, Orden=5199505, colada=20919, producto=62243)
7E11 → 1 lingadas @ (287.1, 118.95)
  Lingada(id=D0925173, Orden=948013, colada=59739, producto=9602)
7E12 → 10 lingadas @ (302.8, 118.95)
  Lingada(id=D0924177, Orden=5193301, colada=59706, producto=85377)
  Lingada(id=D0924183, Orden=5193301, colada=59706, producto=85377)
  Lingada(id=D0924187, Orden=5193301, colada=59706, producto=85377)
  Lingada(id=D0924193, Orden=5193301, colada=59706, producto=85377)
  Lingada(id=D0924202, Orden=5193301, colada=59706, producto=85377)
  Lingada(id=D0924203, Orden=5193301, colada=59706, producto=85377)
  Lingada(id=D0924205, Orden=5193301, colada=59706, producto=85377)
  Lingada(id=D0924208, Orden=5193301, colada=59706, producto=85377)
  Lingada(id=E1836857, Orden=8084601, colada=59627, producto=23326)
  Lingada(id=E1836858, Orden=8084601, colada=59627, producto=23326)
7E13 → 13 lingadas @ (318.5, 118.95)
  Lingada(id=D0923390, Orden=946390, colada=59296, producto=9051)
  Lingada(id=D0925259, Orden=5060101, colada=29030, producto=84971)
  Lingada(id=D0925268, Orden=5060101, colada=29030, producto=84971)
  Lingada(id=D0925289, Orden=5060101, colada=29030, producto=84971)
  Lingada(id=D0925290, Orden=5060101, colada=29059, producto=84971)
  Lingada(id=D0925305, Orden=5060101, colada=29059, producto=84971)
  Lingada(id=D0925333, Orden=5060101, colada=29059, producto=84971)
  Lingada(id=D0925349, Orden=5060101, colada=29059, producto=84971)
  Lingada(id=D0925359, Orden=5060101, colada=59734, producto=84971)
  Lingada(id=D0925384, Orden=5060101, colada=59734, producto=84971)
  Lingada(id=D0925402, Orden=5060101, colada=59734, producto=84971)
  Lingada(id=D0925425, Orden=5060101, colada=59734, producto=84971)
  Lingada(id=D0925454, Orden=5060101, colada=59734, producto=84971)
7E14 → 16 lingadas @ (334.2, 118.95)
  Lingada(id=D0922959, Orden=5181101, colada=28521, producto=85367)
  Lingada(id=D0922964, Orden=5181101, colada=28521, producto=85367)
  Lingada(id=D0922972, Orden=5181101, colada=28521, producto=85367)
  Lingada(id=D0922980, Orden=5181101, colada=28521, producto=85367)
  Lingada(id=D0922982, Orden=5181101, colada=28521, producto=85367)
  Lingada(id=D0922987, Orden=5181101, colada=28521, producto=85367)
  Lingada(id=D0922990, Orden=5181101, colada=28521, producto=85367)
  Lingada(id=D0922991, Orden=5181101, colada=28786, producto=85367)
  Lingada(id=D0923014, Orden=5181101, colada=28786, producto=85367)
  Lingada(id=D0923026, Orden=5181101, colada=28786, producto=85367)
  Lingada(id=D0923029, Orden=5181101, colada=28786, producto=85367)
  Lingada(id=D0923059, Orden=5181101, colada=28786, producto=85367)
  Lingada(id=D0923089, Orden=5181101, colada=28786, producto=85367)
  Lingada(id=D0923106, Orden=5181101, colada=28786, producto=85367)
  Lingada(id=D0923108, Orden=5181101, colada=28787, producto=85367)
  Lingada(id=D0923117, Orden=5181101, colada=28787, producto=85367)
7E15 → 1 lingadas @ (349.9, 118.95)
  Lingada(id=D0924478, Orden=935811, colada=59451, producto=11090)
7E2 → 20 lingadas @ (144.3, 118.95)
  Lingada(id=E1837583, Orden=8076201, colada=59630, producto=85010)
  Lingada(id=E1837584, Orden=8076201, colada=59630, producto=85010)
  Lingada(id=E1837585, Orden=8076201, colada=59630, producto=85010)
  Lingada(id=E1837586, Orden=8076201, colada=59630, producto=85010)
  Lingada(id=E1837587, Orden=8076201, colada=59630, producto=85010)
  Lingada(id=E1837605, Orden=8076201, colada=59631, producto=85010)
  Lingada(id=E1837606, Orden=8076201, colada=59631, producto=85010)
  Lingada(id=E1837607, Orden=8076201, colada=59631, producto=85010)
  Lingada(id=E1837608, Orden=8076201, colada=59631, producto=85010)
  Lingada(id=E1837609, Orden=8076201, colada=59631, producto=85010)
  Lingada(id=E1837610, Orden=8076201, colada=59631, producto=85010)
  Lingada(id=E1837611, Orden=8076201, colada=59631, producto=85010)
  Lingada(id=E1837612, Orden=8076201, colada=59631, producto=85010)
  Lingada(id=E1837613, Orden=8076201, colada=59631, producto=85010)
  Lingada(id=E1837614, Orden=8076201, colada=59630, producto=85010)
  Lingada(id=E1837615, Orden=8076201, colada=59631, producto=85010)
  Lingada(id=E1837616, Orden=8076201, colada=59630, producto=85010)
  Lingada(id=E1837617, Orden=8076201, colada=59630, producto=85010)
  Lingada(id=E1837618, Orden=8076201, colada=59630, producto=85010)
  Lingada(id=E1837619, Orden=8076201, colada=59630, producto=85010)
7E3 → 23 lingadas @ (160.0, 118.95)
  Lingada(id=E1836968, Orden=946739, colada=28966, producto=11310)
  Lingada(id=E1836969, Orden=946739, colada=28966, producto=11310)
  Lingada(id=E1836970, Orden=946739, colada=28966, producto=11310)
  Lingada(id=E1836971, Orden=946739, colada=28966, producto=11310)
  Lingada(id=E1836972, Orden=946739, colada=28966, producto=11310)
  Lingada(id=E1836973, Orden=946739, colada=28966, producto=11310)
  Lingada(id=E1836974, Orden=946739, colada=28966, producto=11310)
  Lingada(id=E1836975, Orden=946739, colada=28966, producto=11310)
  Lingada(id=E1836976, Orden=946739, colada=28966, producto=11310)
  Lingada(id=E1836977, Orden=946739, colada=28966, producto=11310)
  Lingada(id=E1836978, Orden=946739, colada=28966, producto=11310)
  Lingada(id=E1836979, Orden=946739, colada=59701, producto=11310)
  Lingada(id=E1836980, Orden=946739, colada=59701, producto=11310)
  Lingada(id=E1836981, Orden=946739, colada=59701, producto=11310)
  Lingada(id=E1836982, Orden=946739, colada=59701, producto=11310)
  Lingada(id=E1836983, Orden=946739, colada=59701, producto=11310)
  Lingada(id=E1836984, Orden=946739, colada=59701, producto=11310)
  Lingada(id=E1836985, Orden=946739, colada=59701, producto=11310)
  Lingada(id=E1836986, Orden=946739, colada=59701, producto=11310)
  Lingada(id=E1836987, Orden=946739, colada=59701, producto=11310)
  Lingada(id=E1836988, Orden=946739, colada=59701, producto=11310)
  Lingada(id=E1836989, Orden=946739, colada=59701, producto=11310)
  Lingada(id=E1836990, Orden=946739, colada=59701, producto=11310)
7E4 → 17 lingadas @ (175.7, 118.95)
  Lingada(id=E1837328, Orden=936860, colada=59209, producto=9173)
  Lingada(id=E1837329, Orden=936860, colada=59209, producto=9173)
  Lingada(id=E1837330, Orden=936860, colada=59209, producto=9173)
  Lingada(id=E1837331, Orden=936860, colada=59209, producto=9173)
  Lingada(id=E1837332, Orden=936860, colada=59209, producto=9173)
  Lingada(id=E1837333, Orden=936860, colada=59209, producto=9173)
  Lingada(id=E1837334, Orden=936860, colada=29038, producto=9173)
  Lingada(id=E1837335, Orden=936860, colada=29038, producto=9173)
  Lingada(id=E1837336, Orden=936860, colada=29038, producto=9173)
  Lingada(id=E1837337, Orden=936860, colada=29038, producto=9173)
  Lingada(id=E1837338, Orden=936860, colada=29038, producto=9173)
  Lingada(id=E1837339, Orden=936861, colada=29038, producto=9173)
  Lingada(id=E1837340, Orden=936861, colada=29038, producto=9173)
  Lingada(id=E1837341, Orden=936861, colada=29038, producto=9173)
  Lingada(id=E1837342, Orden=936861, colada=59740, producto=9173)
  Lingada(id=E1837343, Orden=936861, colada=59740, producto=9173)
  Lingada(id=E1837344, Orden=936861, colada=59740, producto=9173)
7E5 → 1 lingadas @ (191.4, 118.95)
  Lingada(id=E1837658, Orden=5096905, colada=59693, producto=86217)
7E6 → 21 lingadas @ (207.1, 118.95)
  Lingada(id=E1835208, Orden=8077001, colada=28595, producto=85096)
  Lingada(id=E1835209, Orden=8077001, colada=28595, producto=85096)
  Lingada(id=E1835210, Orden=8077001, colada=28595, producto=85096)
  Lingada(id=E1835211, Orden=8077001, colada=28595, producto=85096)
  Lingada(id=E1835212, Orden=8077001, colada=28595, producto=85096)
  Lingada(id=E1835213, Orden=8077001, colada=28595, producto=85096)
  Lingada(id=E1835214, Orden=8077001, colada=28595, producto=85096)
  Lingada(id=E1835215, Orden=8077001, colada=28595, producto=85096)
  Lingada(id=E1835216, Orden=8077001, colada=28595, producto=85096)
  Lingada(id=E1835217, Orden=8077001, colada=28595, producto=85096)
  Lingada(id=E1835218, Orden=8077001, colada=28595, producto=85096)
  Lingada(id=E1835219, Orden=8077001, colada=28595, producto=85096)
  Lingada(id=E1835220, Orden=8077001, colada=28594, producto=85096)
  Lingada(id=E1835221, Orden=8077001, colada=28594, producto=85096)
  Lingada(id=E1835222, Orden=8077001, colada=28594, producto=85096)
  Lingada(id=E1835223, Orden=8077001, colada=28594, producto=85096)
  Lingada(id=E1835224, Orden=8077001, colada=28594, producto=85096)
  Lingada(id=E1835225, Orden=8077001, colada=28594, producto=85096)
  Lingada(id=E1835226, Orden=8077001, colada=28594, producto=85096)
  Lingada(id=E1835227, Orden=8077001, colada=28594, producto=85096)
  Lingada(id=E1835229, Orden=8077001, colada=28594, producto=85096)
7E7 → 12 lingadas @ (222.8, 118.95)
  Lingada(id=E1837627, Orden=5174801, colada=53747, producto=85365)
  Lingada(id=E1837628, Orden=5174801, colada=53556, producto=85365)
  Lingada(id=E1837629, Orden=5174801, colada=53556, producto=85365)
  Lingada(id=E1837630, Orden=5174801, colada=52722, producto=85365)
  Lingada(id=E1837631, Orden=5174801, colada=52369, producto=85365)
  Lingada(id=E1837632, Orden=5174801, colada=52369, producto=85365)
  Lingada(id=E1837633, Orden=5174801, colada=52369, producto=85365)
  Lingada(id=E1837634, Orden=5174801, colada=53377, producto=85365)
  Lingada(id=E1837635, Orden=5174801, colada=52038, producto=85365)
  Lingada(id=E1837636, Orden=5174801, colada=52038, producto=85365)
  Lingada(id=E1837637, Orden=5174801, colada=52062, producto=85365)
  Lingada(id=E1837638, Orden=5174801, colada=52062, producto=85365)
7E8 → 9 lingadas @ (238.5, 118.95)
  Lingada(id=E1836913, Orden=8077001, colada=26413, producto=85096)
  Lingada(id=E1836916, Orden=8077001, colada=56330, producto=85096)
  Lingada(id=E1836914, Orden=8077001, colada=26413, producto=85096)
  Lingada(id=E1836915, Orden=8077001, colada=56330, producto=85096)
  Lingada(id=E1836912, Orden=8077001, colada=26413, producto=85096)
  Lingada(id=E1837588, Orden=8046506, colada=28659, producto=15109)
  Lingada(id=E1837589, Orden=8046506, colada=28659, producto=15109)
  Lingada(id=E1837590, Orden=8046506, colada=28659, producto=15109)
  Lingada(id=D0922586, Orden=5141101, colada=28535, producto=85631)
7E9 → 0 lingadas @ (254.2, 118.95)
7F1 → 3 lingadas @ (128.47, 121.95)
  Lingada(id=E1837711, Orden=5096905, colada=59692, producto=86217)
  Lingada(id=E1837712, Orden=5096905, colada=59692, producto=86217)
  Lingada(id=E1837713, Orden=5096905, colada=59692, producto=86217)
7F10 → 4 lingadas @ (269.9, 121.95)
  Lingada(id=E1836756, Orden=5203801, colada=28660, producto=61798)
  Lingada(id=E1836755, Orden=5203801, colada=28660, producto=61798)
  Lingada(id=D0925549, Orden=8076001, colada=23742, producto=85010)
  Lingada(id=E1837544, Orden=937462, colada=58817, producto=85393)
7F11 → 5 lingadas @ (287.1, 121.95)
  Lingada(id=E1836246, Orden=5200201, colada=28659, producto=15005)
  Lingada(id=E1836248, Orden=5200201, colada=28659, producto=15005)
  Lingada(id=E1836251, Orden=5200201, colada=59492, producto=15005)
  Lingada(id=E1836252, Orden=5200201, colada=59492, producto=15005)
  Lingada(id=E1836250, Orden=5200201, colada=28659, producto=15005)
7F12 → 17 lingadas @ (302.8, 121.95)
  Lingada(id=D0924257, Orden=5166201, colada=59705, producto=85117)
  Lingada(id=D0924260, Orden=5166201, colada=59705, producto=85117)
  Lingada(id=D0924264, Orden=5166201, colada=59705, producto=85117)
  Lingada(id=D0924269, Orden=5166201, colada=59705, producto=85117)
  Lingada(id=D0924273, Orden=5166201, colada=59705, producto=85117)
  Lingada(id=D0924278, Orden=5166201, colada=59705, producto=85117)
  Lingada(id=D0924286, Orden=5166201, colada=59704, producto=85117)
  Lingada(id=D0924295, Orden=5166201, colada=59704, producto=85117)
  Lingada(id=D0924305, Orden=5166201, colada=59704, producto=85117)
  Lingada(id=D0924310, Orden=5166201, colada=59704, producto=85117)
  Lingada(id=D0924316, Orden=5166201, colada=59704, producto=85117)
  Lingada(id=D0924317, Orden=5166201, colada=59704, producto=85117)
  Lingada(id=D0924323, Orden=5166201, colada=59704, producto=85117)
  Lingada(id=D0924329, Orden=5166201, colada=59704, producto=85117)
  Lingada(id=D0924334, Orden=5166201, colada=59704, producto=85117)
  Lingada(id=D0924338, Orden=5166201, colada=59704, producto=85117)
  Lingada(id=D0924359, Orden=5166201, colada=59703, producto=85117)
7F13 → 11 lingadas @ (318.5, 121.95)
  Lingada(id=D0919280, Orden=5060101, colada=59562, producto=84971)
  Lingada(id=D0919272, Orden=5060101, colada=59562, producto=84971)
  Lingada(id=D0919285, Orden=5060101, colada=59562, producto=84971)
  Lingada(id=D0919231, Orden=5060101, colada=59562, producto=84971)
  Lingada(id=D0924914, Orden=946738, colada=28971, producto=11145)
  Lingada(id=D0924910, Orden=946738, colada=28971, producto=11145)
  Lingada(id=D0924901, Orden=946738, colada=28971, producto=11145)
  Lingada(id=D0924896, Orden=946738, colada=28971, producto=11145)
  Lingada(id=D0924904, Orden=946738, colada=28971, producto=11145)
  Lingada(id=D0924897, Orden=946738, colada=28971, producto=11145)
  Lingada(id=D0924905, Orden=946738, colada=28971, producto=11145)
7F14 → 12 lingadas @ (334.2, 121.95)
  Lingada(id=D0924486, Orden=5171201, colada=28697, producto=85318)
  Lingada(id=D0924491, Orden=5171201, colada=28697, producto=85318)
  Lingada(id=D0924497, Orden=5171201, colada=28697, producto=85318)
  Lingada(id=D0924501, Orden=5171201, colada=28697, producto=85318)
  Lingada(id=D0924506, Orden=5171201, colada=28697, producto=85318)
  Lingada(id=D0924507, Orden=5171201, colada=28697, producto=85318)
  Lingada(id=D0924509, Orden=5171201, colada=28697, producto=85318)
  Lingada(id=D0924511, Orden=5171201, colada=28697, producto=85318)
  Lingada(id=D0924512, Orden=5171201, colada=28697, producto=85318)
  Lingada(id=D0924513, Orden=5171201, colada=28697, producto=85318)
  Lingada(id=D0924517, Orden=5171201, colada=28697, producto=85318)
  Lingada(id=D0924522, Orden=5171201, colada=28697, producto=85318)
7F2 → 22 lingadas @ (144.3, 121.95)
  Lingada(id=E1836918, Orden=946738, colada=28967, producto=11145)
  Lingada(id=E1836919, Orden=946738, colada=28967, producto=11145)
  Lingada(id=E1836921, Orden=946738, colada=28967, producto=11145)
  Lingada(id=E1836922, Orden=946738, colada=28967, producto=11145)
  Lingada(id=E1836923, Orden=946738, colada=28967, producto=11145)
  Lingada(id=E1836920, Orden=946738, colada=28967, producto=11145)
  Lingada(id=E1836924, Orden=946738, colada=28967, producto=11145)
  Lingada(id=E1836926, Orden=946738, colada=28967, producto=11145)
  Lingada(id=E1836927, Orden=946738, colada=28967, producto=11145)
  Lingada(id=E1836928, Orden=946738, colada=28967, producto=11145)
  Lingada(id=E1836929, Orden=946738, colada=28967, producto=11145)
  Lingada(id=E1836930, Orden=946738, colada=28969, producto=11145)
  Lingada(id=E1836931, Orden=946738, colada=28969, producto=11145)
  Lingada(id=E1836932, Orden=946738, colada=28969, producto=11145)
  Lingada(id=E1836933, Orden=946738, colada=28969, producto=11145)
  Lingada(id=E1836934, Orden=946738, colada=28969, producto=11145)
  Lingada(id=E1836935, Orden=946738, colada=28969, producto=11145)
  Lingada(id=E1836936, Orden=946738, colada=28969, producto=11145)
  Lingada(id=E1836937, Orden=946738, colada=28969, producto=11145)
  Lingada(id=E1836938, Orden=946738, colada=28969, producto=11145)
  Lingada(id=E1836939, Orden=946738, colada=28969, producto=11145)
  Lingada(id=E1836940, Orden=946738, colada=28969, producto=11145)
7F3 → 11 lingadas @ (160.0, 121.95)
  Lingada(id=E1837533, Orden=8090501, colada=59215, producto=85032)
  Lingada(id=E1837534, Orden=8090501, colada=59215, producto=85032)
  Lingada(id=E1837535, Orden=8090501, colada=59215, producto=85032)
  Lingada(id=E1837536, Orden=8090501, colada=59215, producto=85032)
  Lingada(id=E1837537, Orden=8090501, colada=59215, producto=85032)
  Lingada(id=E1837538, Orden=8090501, colada=59215, producto=85032)
  Lingada(id=E1837539, Orden=8090501, colada=59215, producto=85032)
  Lingada(id=E1837540, Orden=8090501, colada=59215, producto=85032)
  Lingada(id=E1837541, Orden=8090501, colada=59215, producto=85032)
  Lingada(id=E1837542, Orden=8090501, colada=59215, producto=85032)
  Lingada(id=E1837543, Orden=8090501, colada=58817, producto=85032)
7F4 → 16 lingadas @ (175.7, 121.95)
  Lingada(id=E1837031, Orden=8084401, colada=59698, producto=23022)
  Lingada(id=E1837032, Orden=8084401, colada=59698, producto=23022)
  Lingada(id=E1837033, Orden=8084401, colada=59698, producto=23022)
  Lingada(id=E1837034, Orden=8084401, colada=59698, producto=23022)
  Lingada(id=E1837035, Orden=8084401, colada=59698, producto=23022)
  Lingada(id=E1837036, Orden=8084401, colada=59698, producto=23022)
  Lingada(id=E1837037, Orden=8084401, colada=59698, producto=23022)
  Lingada(id=E1837038, Orden=8084401, colada=59698, producto=23022)
  Lingada(id=E1837039, Orden=8084401, colada=59698, producto=23022)
  Lingada(id=E1837040, Orden=8084401, colada=59698, producto=23022)
  Lingada(id=E1837041, Orden=8084401, colada=59698, producto=23022)
  Lingada(id=E1837042, Orden=8084401, colada=59698, producto=23022)
  Lingada(id=E1837043, Orden=8084401, colada=59698, producto=23022)
  Lingada(id=E1837044, Orden=8084401, colada=59698, producto=23022)
  Lingada(id=E1836966, Orden=8084401, colada=59698, producto=23022)
  Lingada(id=E1836967, Orden=8084401, colada=59698, producto=23022)
7F5 → 21 lingadas @ (191.4, 121.95)
  Lingada(id=E1836941, Orden=946738, colada=28969, producto=11145)
  Lingada(id=E1836942, Orden=946738, colada=28969, producto=11145)
  Lingada(id=E1836943, Orden=946738, colada=28968, producto=11145)
  Lingada(id=E1836944, Orden=946738, colada=28968, producto=11145)
  Lingada(id=E1836945, Orden=946738, colada=28968, producto=11145)
  Lingada(id=E1836946, Orden=946738, colada=28968, producto=11145)
  Lingada(id=E1836947, Orden=946738, colada=28968, producto=11145)
  Lingada(id=E1836948, Orden=946738, colada=28968, producto=11145)
  Lingada(id=E1836949, Orden=946738, colada=28968, producto=11145)
  Lingada(id=E1836950, Orden=946738, colada=28968, producto=11145)
  Lingada(id=E1836951, Orden=946738, colada=28968, producto=11145)
  Lingada(id=E1836952, Orden=946738, colada=28968, producto=11145)
  Lingada(id=E1836953, Orden=946738, colada=28971, producto=11145)
  Lingada(id=E1836954, Orden=946738, colada=28971, producto=11145)
  Lingada(id=E1836955, Orden=946738, colada=28971, producto=11145)
  Lingada(id=E1836956, Orden=946738, colada=28971, producto=11145)
  Lingada(id=E1836957, Orden=946738, colada=28971, producto=11145)
  Lingada(id=E1836958, Orden=946738, colada=28971, producto=11145)
  Lingada(id=E1836960, Orden=946738, colada=28971, producto=11145)
  Lingada(id=E1837597, Orden=5168402, colada=27501, producto=85119)
  Lingada(id=E1837598, Orden=5168402, colada=27501, producto=85119)
7F6 → 11 lingadas @ (207.1, 121.95)
  Lingada(id=E1837737, Orden=8076701, colada=59760, producto=85426)
  Lingada(id=E1837738, Orden=8076701, colada=59760, producto=85426)
  Lingada(id=E1837739, Orden=8076701, colada=59760, producto=85426)
  Lingada(id=E1837740, Orden=8076701, colada=59760, producto=85426)
  Lingada(id=E1837741, Orden=8076701, colada=59760, producto=85426)
  Lingada(id=E1837742, Orden=8076701, colada=59760, producto=85426)
  Lingada(id=E1837743, Orden=8076701, colada=59760, producto=85426)
  Lingada(id=E1837744, Orden=8076701, colada=59760, producto=85426)
  Lingada(id=E1837745, Orden=8076701, colada=59760, producto=85426)
  Lingada(id=E1837746, Orden=8076701, colada=59760, producto=85426)
  Lingada(id=E1837747, Orden=8076701, colada=59760, producto=85426)
7F7 → 14 lingadas @ (222.8, 121.95)
  Lingada(id=E1837625, Orden=946732, colada=25165, producto=11945)
  Lingada(id=E1837624, Orden=946732, colada=25165, producto=11945)
  Lingada(id=E1837623, Orden=946732, colada=25165, producto=11945)
  Lingada(id=E1837622, Orden=946732, colada=25322, producto=11945)
  Lingada(id=E1837626, Orden=946732, colada=25165, producto=11945)
  Lingada(id=E1837620, Orden=946732, colada=25322, producto=11945)
  Lingada(id=E1837621, Orden=946732, colada=25322, producto=11945)
  Lingada(id=D0916710, Orden=946601, colada=20907, producto=9126)
  Lingada(id=D0916713, Orden=946601, colada=20907, producto=9126)
  Lingada(id=D0916711, Orden=946601, colada=20907, producto=9126)
  Lingada(id=D0916705, Orden=946601, colada=20907, producto=9126)
  Lingada(id=D0916703, Orden=946601, colada=20907, producto=9126)
  Lingada(id=D0916712, Orden=946601, colada=20907, producto=9126)
  Lingada(id=D0916709, Orden=946601, colada=20907, producto=9126)
7F8 → 11 lingadas @ (238.5, 121.95)
  Lingada(id=E1837530, Orden=947813, colada=26037, producto=85055)
  Lingada(id=E1837531, Orden=947813, colada=57991, producto=85055)
  Lingada(id=E1837532, Orden=947813, colada=57991, producto=85055)
  Lingada(id=E1837591, Orden=8092001, colada=28659, producto=14546)
  Lingada(id=E1837592, Orden=8092001, colada=28659, producto=14546)
  Lingada(id=E1837593, Orden=8092001, colada=28659, producto=14546)
  Lingada(id=E1837594, Orden=8092001, colada=28659, producto=14546)
  Lingada(id=E1837595, Orden=8046502, colada=28659, producto=14546)
  Lingada(id=E1837596, Orden=8046502, colada=28659, producto=14546)
  Lingada(id=E1837599, Orden=8046502, colada=28659, producto=14546)
  Lingada(id=E1837600, Orden=8046502, colada=28659, producto=14546)
7F9 → 8 lingadas @ (254.2, 121.95)
  Lingada(id=E1835230, Orden=8077001, colada=28594, producto=85096)
  Lingada(id=E1835228, Orden=8077001, colada=28594, producto=85096)
  Lingada(id=E1835231, Orden=8077001, colada=28594, producto=85096)
  Lingada(id=D0924894, Orden=8077001, colada=28593, producto=85096)
  Lingada(id=D0924895, Orden=8077001, colada=28593, producto=85096)
  Lingada(id=E1837322, Orden=5185602, colada=28463, producto=26007)
  Lingada(id=E1837321, Orden=5185602, colada=28463, producto=26007)
  Lingada(id=E1837323, Orden=5185602, colada=28463, producto=26007)
7G7 → 12 lingadas @ (222.8, 126.38)
  Lingada(id=E1837431, Orden=935816, colada=59691, producto=11148)
  Lingada(id=E1837432, Orden=935816, colada=59691, producto=11148)
  Lingada(id=E1837433, Orden=935816, colada=59691, producto=11148)
  Lingada(id=E1837434, Orden=935816, colada=59691, producto=11148)
  Lingada(id=E1837435, Orden=935816, colada=59691, producto=11148)
  Lingada(id=E1837436, Orden=935816, colada=59691, producto=11148)
  Lingada(id=E1837438, Orden=935816, colada=59691, producto=11148)
  Lingada(id=D0921153, Orden=8067501, colada=28715, producto=85250)
  Lingada(id=E1837324, Orden=936863, colada=29040, producto=3104)
  Lingada(id=E1837326, Orden=936863, colada=29040, producto=3104)
  Lingada(id=E1837325, Orden=936863, colada=29040, producto=3104)
  Lingada(id=E1837327, Orden=936863, colada=29040, producto=3104)
7G8 → 5 lingadas @ (238.5, 126.38)
  Lingada(id=E1837706, Orden=8081901, colada=59765, producto=85426)
  Lingada(id=E1837707, Orden=8081901, colada=59765, producto=85426)
  Lingada(id=E1837708, Orden=8081901, colada=59765, producto=85426)
  Lingada(id=E1837709, Orden=8081901, colada=59765, producto=85426)
  Lingada(id=E1837710, Orden=8081901, colada=59765, producto=85426)

Total de estibas cargadas desde 'Estibas': 68

gen	nevals	max 	avg   
0  	50    	3689	1165.5
1  	32    	3143	1728.1
2  	41    	4808	2188.2
3  	36    	4808	2475.42
4  	44    	4808	2575.74
5  	40    	5108	2991.82
6  	33    	4741	3228.26
7  	38    	4686	3271.44
8  	37    	5168	3686.2 
9  	41    	5413	3863.04
10 	33    	5413	4193.58
11 	42    	5523	4465.88
12 	30    	5633	4929.56
13 	38    	5806	5229.86
14 	43    	6233	5159.84
15 	37    	6233	5409.38
16 	40    	6343	5639.94
17 	39    	6660	5722.18
18 	37    	7292	5906.54
19 	40    	7292	6139   
20 	37    	8092	6349.18

Mejor asignación:
Lingada 0 → Estiba '7E7', Nivel 13
Lingada 1 → Estiba '7D12', Nivel 15
Lingada 2 → Estiba '7E8', Nivel 10
Lingada 3 → Estiba '7A11', Nivel 4
Lingada 4 → Estiba '7C4', Nivel 15
Lingada 5 → Estiba '7D5', Nivel 14
